UserID,nu,ru
115,62,3.596774193548387
116,1110,2.390990990990991
117,62,4.258064516129032
118,32,4.3125
119,30,3.966666666666667
120,48,3.4583333333333335
121,92,4.467391304347826
122,65,4.2615384615384615
123,22,2.6363636363636362
124,295,3.7559322033898304
125,66,3.772727272727273
126,32,3.34375
127,69,4.072463768115942
128,57,3.56140350877193
129,287,2.8919860627177703
130,260,3.4346153846153844
131,431,2.4385150812064964
132,335,3.808955223880597
133,351,3.6837606837606836
134,585,3.1675213675213674
135,153,3.581699346405229
136,96,4.583333333333333
137,380,3.7526315789473683
138,82,3.524390243902439
139,30,3.3
140,255,3.9019607843137254
141,60,2.8833333333333333
142,64,3.375
143,40,3.775
144,127,3.4488188976377954
145,28,3.607142857142857
146,22,3.409090909090909
147,312,3.6378205128205128
148,128,3.5859375
149,29,3.3793103448275863
150,26,3.3461538461538463
151,55,3.1636363636363636
152,154,3.7532467532467533
153,128,4.5625
154,211,4.056872037914692
155,63,3.888888888888889
156,2179,3.6163377696190913
157,114,3.3859649122807016
158,190,3.4
159,26,4.0
160,153,3.3594771241830066
161,25,3.04
162,190,3.6
163,71,3.915492957746479
164,70,3.9857142857142858
165,112,2.8392857142857144
166,20,4.0
167,44,3.8863636363636362
168,105,4.828571428571428
169,139,3.8633093525179856
170,203,4.073891625615763
171,27,3.962962962962963
172,36,3.2222222222222223
173,29,3.5172413793103448
174,25,3.72
175,86,3.872093023255814
176,25,4.6
177,20,3.65
178,48,4.395833333333333
179,21,3.0476190476190474
180,22,3.6818181818181817
181,30,3.966666666666667
182,71,3.943661971830986
183,51,3.176470588235294
184,192,3.5833333333333335
185,26,3.3461538461538463
186,84,3.3095238095238093
187,23,4.3478260869565215
188,73,2.73972602739726
189,160,4.59375
190,93,4.354838709677419
191,24,3.6666666666666665
192,65,3.9076923076923076
193,22,2.5454545454545454
194,28,4.571428571428571
195,92,2.6847826086956523
196,90,3.7222222222222223
197,22,3.9545454545454546
198,45,4.311111111111111
199,31,3.5483870967741935
200,78,3.641025641025641
201,100,4.48
202,86,3.186046511627907
203,50,3.84
204,73,4.493150684931507
205,156,3.4935897435897436
206,221,3.737556561085973
207,56,2.9285714285714284
208,1288,3.826863354037267
209,80,3.925
210,24,3.75
211,63,4.158730158730159
212,50,3.84
213,80,4.7125
214,29,3.8620689655172415
215,314,3.6496815286624202
216,42,3.6666666666666665
217,22,3.590909090909091
218,180,4.044444444444444
219,55,4.036363636363636
220,407,4.046683046683047
221,36,3.2777777777777777
222,39,3.769230769230769
223,35,3.5428571428571427
224,27,3.4074074074074074
225,54,3.3703703703703702
226,23,4.086956521739131
227,21,3.5238095238095237
228,35,3.4857142857142858
229,158,3.392405063291139
230,50,3.92
231,27,3.7037037037037037
232,126,4.5396825396825395
233,83,3.253012048192771
234,30,3.1666666666666665
235,99,3.3434343434343434
236,36,3.9166666666666665
237,198,4.696969696969697
238,263,3.726235741444867
239,288,4.347222222222222
240,92,3.4347826086956523
241,143,4.461538461538462
242,65,3.5692307692307694
243,20,3.5
244,56,4.053571428571429
245,396,4.148989898989899
246,89,3.067415730337079
247,608,3.3717105263157894
248,272,3.7205882352941178
249,52,3.8846153846153846
250,20,3.3
251,516,3.753875968992248
252,86,4.290697674418604
253,42,4.190476190476191
254,165,3.7151515151515153
255,43,3.953488372093023
256,64,3.875
257,20,3.35
258,560,3.2982142857142858
259,52,3.25
260,78,3.551282051282051
261,23,3.0434782608695654
262,41,4.121951219512195
263,59,3.6271186440677967
264,161,3.6149068322981366
265,112,3.4732142857142856
266,124,3.7338709677419355
267,194,3.948453608247423
268,23,4.0
269,103,2.8737864077669903
270,81,4.37037037037037
271,620,3.3516129032258064
272,71,3.5774647887323945
273,109,3.229357798165138
274,22,3.0454545454545454
275,62,4.048387096774194
276,23,3.347826086956522
277,45,3.6222222222222222
278,424,3.3985849056603774
279,239,3.99163179916318
280,256,4.22265625
281,31,4.225806451612903
282,40,4.2
283,302,3.8410596026490067
284,118,3.6440677966101696
285,193,4.160621761658031
286,64,3.53125
287,20,4.05
288,34,3.3823529411764706
289,78,3.6538461538461537
290,84,3.8452380952380953
291,22,3.5454545454545454
292,82,3.3536585365853657
293,23,3.4782608695652173
294,655,3.6320610687022903
295,324,3.138888888888889
296,25,3.88
297,21,3.619047619047619
298,1127,2.850044365572316
299,57,2.3333333333333335
300,24,3.5416666666666665
301,47,3.3404255319148937
302,32,3.6875
303,46,4.0
304,101,3.5445544554455446
305,24,3.8333333333333335
306,130,3.5846153846153848
307,33,4.121212121212121
308,51,3.5294117647058822
309,398,4.00251256281407
310,84,3.7976190476190474
311,346,2.913294797687861
312,131,3.49618320610687
313,202,3.495049504950495
314,118,4.033898305084746
315,65,3.123076923076923
316,129,3.5736434108527133
317,231,3.8095238095238093
318,511,3.187866927592955
319,26,3.6153846153846154
320,62,3.967741935483871
321,45,3.977777777777778
322,25,3.92
323,52,3.3461538461538463
324,39,3.1794871794871793
325,20,3.7
326,21,3.2857142857142856
327,24,3.75
328,20,3.2
329,23,4.0
330,220,3.0136363636363637
331,129,3.24031007751938
332,86,3.2325581395348837
333,54,4.0
334,177,3.175141242937853
335,129,3.992248062015504
336,41,3.4878048780487805
337,324,4.422839506172839
338,59,4.101694915254237
339,76,4.171052631578948
340,117,4.0
341,20,3.5
342,88,4.125
343,160,3.30625
344,267,3.595505617977528
345,20,3.7
346,101,3.772277227722772
347,778,3.0025706940874035
348,786,4.185750636132315
349,101,3.504950495049505
350,56,3.2142857142857144
351,100,4.2
352,32,3.9375
353,35,4.057142857142857
354,50,3.78
355,25,3.12
356,30,3.9
357,49,4.469387755102041
358,104,3.0961538461538463
359,1300,3.786153846153846
360,209,4.511961722488039
361,80,4.275
362,20,3.7
363,42,3.7857142857142856
364,44,3.2954545454545454
365,61,3.098360655737705
366,41,3.5365853658536586
367,739,3.3234100135317997
368,58,3.3275862068965516
369,77,3.6103896103896105
370,680,3.6573529411764705
371,20,4.0
372,80,4.25
373,39,4.153846153846154
374,82,3.6219512195121952
375,409,4.410757946210269
376,50,4.32
377,199,3.4120603015075375
378,278,3.8093525179856114
379,94,3.75531914893617
380,146,3.712328767123288
381,65,3.8461538461538463
382,53,4.471698113207547
383,142,2.887323943661972
384,77,4.012987012987013
385,53,3.943396226415094
386,261,3.7011494252873565
387,399,4.18796992481203
388,737,2.4762550881953866
389,230,3.3173913043478263
390,87,3.735632183908046
391,36,3.7222222222222223
392,21,3.7142857142857144
393,20,3.6
394,1212,4.033003300330033
395,123,3.9430894308943087
396,20,2.6
397,37,4.135135135135135
398,70,4.257142857142857
399,101,3.8118811881188117
400,64,3.875
401,133,4.150375939849624
402,115,4.069565217391304
403,24,3.4583333333333335
404,20,1.85
405,21,4.095238095238095
406,95,2.431578947368421
407,106,4.4245283018867925
408,21,3.5714285714285716
409,275,3.9745454545454546
410,28,3.857142857142857
411,306,3.6241830065359477
412,172,3.313953488372093
413,708,3.611581920903955
414,65,3.646153846153846
415,330,3.5303030303030303
416,98,3.6530612244897958
417,378,2.767195767195767
418,60,4.016666666666667
419,92,4.608695652173913
420,20,3.5
421,465,3.5913978494623655
422,583,2.79073756432247
423,51,4.098039215686274
424,918,3.026143790849673
425,385,4.428571428571429
426,42,3.761904761904762
427,298,3.2013422818791946
428,30,2.2
429,74,4.405405405405405
430,417,3.7529976019184654
431,79,3.962025316455696
432,30,4.066666666666666
433,41,4.097560975609756
434,22,4.681818181818182
435,134,3.1865671641791047
436,151,4.218543046357616
437,26,3.6538461538461537
438,79,2.670886075949367
439,71,3.915492957746479
440,297,3.861952861952862
441,96,3.3333333333333335
442,77,3.831168831168831
443,43,3.883720930232558
444,51,3.6862745098039214
445,303,3.4752475247524752
446,42,4.0
447,51,3.9607843137254903
448,228,3.956140350877193
449,116,3.810344827586207
450,27,3.4074074074074074
451,383,3.5430809399477807
452,34,3.823529411764706
453,97,3.948453608247423
454,20,3.05
455,325,3.1784615384615384
456,117,3.2222222222222223
457,426,3.443661971830986
458,51,3.5098039215686274
459,289,3.6228373702422147
460,28,2.392857142857143
461,228,3.557017543859649
462,328,3.8292682926829267
463,80,3.8875
464,20,3.05
465,132,4.098484848484849
466,191,3.9895287958115184
467,30,3.566666666666667
468,52,4.211538461538462
469,469,3.4989339019189765
470,29,3.586206896551724
471,548,3.5875912408759123
472,72,4.361111111111111
473,315,3.7746031746031745
474,141,4.035460992907802
475,198,4.065656565656566
476,44,3.8181818181818183
477,32,3.46875
478,67,4.313432835820896
479,355,3.1633802816901406
480,22,3.227272727272727
481,44,3.4318181818181817
482,141,4.148936170212766
483,39,3.7948717948717947
484,51,4.098039215686274
485,229,3.034934497816594
486,220,4.154545454545454
487,34,3.264705882352941
488,301,3.4219269102990033
489,450,3.428888888888889
490,155,3.670967741935484
491,33,3.606060606060606
492,391,3.5115089514066495
493,22,3.0
494,61,4.0
495,27,3.4814814814814814
496,168,4.130952380952381
497,74,3.3783783783783785
498,30,3.533333333333333
499,40,3.55
500,136,4.3088235294117645
501,21,3.8095238095238093
502,27,4.555555555555555
503,177,3.7175141242937855
504,222,4.108108108108108
505,123,4.252032520325203
506,35,3.4571428571428573
507,40,3.025
508,206,4.262135922330097
509,123,4.065040650406504
510,35,4.085714285714285
511,20,4.05
512,162,3.9753086419753085
513,20,3.0
514,161,3.248447204968944
515,57,3.789473684210526
516,234,3.5555555555555554
517,47,3.9361702127659575
518,57,3.807017543859649
519,20,3.2
520,458,4.458515283842795
521,159,4.050314465408805
522,20,3.9
523,49,3.510204081632653
524,26,3.423076923076923
525,58,3.896551724137931
526,87,3.1494252873563218
527,22,4.045454545454546
528,22,3.909090909090909
529,28,3.4642857142857144
530,67,2.4328358208955225
531,98,3.0918367346938775
532,74,4.013513513513513
533,27,4.555555555555555
534,152,4.342105263157895
535,148,4.0675675675675675
536,220,3.090909090909091
537,72,3.6527777777777777
538,21,3.5238095238095237
539,39,4.410256410256411
540,172,3.883720930232558
541,21,4.0
542,23,3.652173913043478
543,101,3.782178217821782
544,183,3.1147540983606556
545,107,3.3551401869158877
546,244,3.901639344262295
547,20,3.45
548,129,3.2325581395348837
549,211,3.843601895734597
550,20,3.7
551,73,3.0136986301369864
552,109,3.4862385321100917
553,187,4.0855614973262036
554,490,3.373469387755102
555,44,4.113636363636363
556,27,3.4444444444444446
557,179,3.631284916201117
558,60,3.8
559,32,4.21875
560,47,3.5106382978723403
561,55,4.163636363636364
562,48,4.333333333333333
563,76,4.328947368421052
564,48,3.3958333333333335
565,101,3.742574257425743
566,29,4.172413793103448
567,31,4.225806451612903
568,36,4.222222222222222
569,58,3.413793103448276
570,58,4.137931034482759
571,113,3.752212389380531
572,1326,3.61236802413273
573,88,4.568181818181818
574,115,2.1565217391304348
575,41,3.951219512195122
576,91,3.791208791208791
577,177,4.15819209039548
578,433,3.7990762124711317
579,220,3.081818181818182
580,35,4.057142857142857
581,47,4.0
582,39,4.128205128205129
583,46,3.282608695652174
584,124,4.17741935483871
585,62,3.806451612903226
586,1431,3.551362683438155
587,873,3.399770904925544
588,100,4.18
589,24,4.041666666666667
590,40,3.6
591,37,4.135135135135135
592,30,4.166666666666667
593,219,4.296803652968037
594,244,3.4057377049180326
595,51,3.5294117647058822
596,30,4.6
597,24,4.041666666666667
598,119,3.9495798319327733
599,45,3.111111111111111
600,331,3.661631419939577
601,193,3.9533678756476682
602,39,3.769230769230769
603,139,3.5899280575539567
604,245,3.563265306122449
605,45,4.7555555555555555
606,74,3.554054054054054
607,33,3.4242424242424243
608,20,3.35
609,602,3.5182724252491693
610,529,3.2098298676748582
611,75,3.88
612,77,4.103896103896104
613,21,3.142857142857143
614,1042,3.452975047984645
615,22,4.409090909090909
616,29,3.5172413793103448
617,51,4.764705882352941
618,24,3.625
619,256,3.8984375
620,91,3.967032967032967
621,51,4.176470588235294
622,49,3.877551020408163
623,35,3.2
624,21,3.5238095238095237
625,22,3.590909090909091
626,70,3.6142857142857143
627,52,3.6153846153846154
628,210,3.9857142857142858
629,34,3.6176470588235294
630,124,3.9838709677419355
631,668,3.6152694610778444
632,1094,3.1206581352833638
633,80,4.125
634,106,3.952830188679245
635,390,4.325641025641025
636,76,3.789473684210526
637,758,3.2453825857519787
638,30,3.466666666666667
639,23,4.478260869565218
640,51,3.3137254901960786
641,20,4.0
642,43,3.8372093023255816
643,207,3.4927536231884058
644,20,2.6
645,72,3.375
646,152,3.1907894736842106
647,58,3.6379310344827585
648,904,3.2820796460176993
649,83,3.7349397590361444
650,137,3.81021897810219
651,45,4.222222222222222
652,95,4.463157894736842
653,30,4.5
654,89,4.089887640449438
655,28,4.321428571428571
656,42,3.9285714285714284
657,36,3.9444444444444446
658,80,4.15
659,142,3.9577464788732395
660,35,3.914285714285714
661,167,3.281437125748503
662,235,3.4936170212765956
663,428,3.808411214953271
664,429,4.2540792540792545
665,162,3.4876543209876543
666,68,3.8970588235294117
667,72,3.111111111111111
668,24,4.333333333333333
669,32,4.0625
670,147,3.63265306122449
671,73,4.164383561643835
672,213,3.863849765258216
673,237,3.8227848101265822
674,42,3.9523809523809526
675,187,3.8181818181818183
676,34,4.088235294117647
677,36,3.4444444444444446
678,280,3.6892857142857145
679,23,3.1739130434782608
680,96,4.114583333333333
681,28,3.6785714285714284
682,69,4.231884057971015
683,40,3.7
684,28,4.035714285714286
685,79,4.329113924050633
686,70,2.8857142857142857
687,26,3.576923076923077
688,186,3.806451612903226
689,296,3.7871621621621623
690,103,4.145631067961165
691,35,3.6285714285714286
692,158,2.5316455696202533
693,85,3.823529411764706
694,285,4.105263157894737
695,31,3.4516129032258065
696,83,3.3493975903614457
697,65,3.5538461538461537
698,29,4.482758620689655
699,300,3.5566666666666666
700,157,3.5605095541401273
701,24,3.7083333333333335
702,805,2.8086956521739133
703,41,3.731707317073171
704,65,3.1538461538461537
705,75,3.453333333333333
706,67,4.0
707,103,3.262135922330097
708,28,3.2142857142857144
709,229,3.0436681222707422
710,958,4.235908141962422
711,150,3.7266666666666666
712,28,3.392857142857143
713,58,3.9655172413793105
714,47,3.6808510638297873
715,39,3.871794871794872
716,22,3.5
717,662,3.678247734138973
718,31,3.870967741935484
719,27,4.111111111111111
720,24,4.125
721,191,3.7277486910994764
722,46,4.108695652173913
723,20,3.05
724,232,4.405172413793103
725,94,4.25531914893617
726,37,4.081081081081081
727,243,3.983539094650206
728,22,3.3636363636363638
729,502,3.396414342629482
730,26,3.6538461538461537
731,48,3.8541666666666665
732,169,3.8402366863905324
733,177,3.4915254237288136
734,34,4.088235294117647
735,373,3.8284182305630026
736,40,3.875
737,259,3.9575289575289574
738,153,3.9215686274509802
739,491,4.04684317718941
740,173,3.38728323699422
741,2212,3.099909584086799
742,133,4.30827067669173
743,20,3.5
744,547,3.822669104204753
745,77,3.831168831168831
746,26,3.8076923076923075
747,27,3.8518518518518516
748,101,3.5841584158415842
749,96,3.1979166666666665
750,171,2.91812865497076
751,21,3.857142857142857
752,27,4.074074074074074
753,45,3.577777777777778
754,164,2.6341463414634148
755,49,3.836734693877551
756,72,4.180555555555555
757,53,3.792452830188679
758,30,3.933333333333333
759,25,3.92
760,131,3.4885496183206106
761,248,2.560483870967742
762,22,3.090909090909091
763,98,3.5816326530612246
764,20,3.05
765,34,3.411764705882353
766,69,3.9130434782608696
767,29,3.793103448275862
768,1769,3.378745053702657
769,186,3.0591397849462365
770,233,3.9527896995708156
771,53,3.8679245283018866
772,48,4.104166666666667
773,33,3.3636363636363638
774,115,3.5130434782608697
775,1957,3.5932549821154827
776,220,3.9
777,824,3.8094660194174756
778,188,3.7074468085106385
779,182,3.912087912087912
780,28,4.071428571428571
781,50,3.4
782,61,3.5245901639344264
783,91,4.3076923076923075
784,126,3.8253968253968256
785,47,4.0
786,342,2.681286549707602
787,262,3.7595419847328246
788,43,4.069767441860465
789,58,4.482758620689655
790,76,3.8026315789473686
791,71,3.9859154929577465
792,356,3.8764044943820224
793,126,4.103174603174603
794,44,3.772727272727273
795,50,4.2
796,76,3.473684210526316
797,94,4.361702127659575
798,91,4.417582417582418
799,74,3.6216216216216215
800,23,3.782608695652174
801,41,3.902439024390244
802,598,3.9163879598662206
803,21,3.619047619047619
804,173,4.190751445086705
805,22,3.6818181818181817
806,45,3.7777777777777777
807,82,3.8658536585365852
808,84,4.035714285714286
809,101,2.1386138613861387
810,100,3.91
811,113,4.274336283185841
812,1069,2.9298409728718426
813,27,4.407407407407407
814,109,4.201834862385321
815,37,4.243243243243243
816,127,3.9291338582677167
817,46,3.6739130434782608
818,30,3.6333333333333333
819,35,4.0285714285714285
820,64,4.40625
821,85,3.4823529411764707
822,69,3.9420289855072466
823,40,3.55
824,164,3.7865853658536586
825,20,2.9
826,27,4.074074074074074
827,81,4.419753086419753
828,167,3.8263473053892216
829,387,4.248062015503876
830,24,3.6666666666666665
831,37,3.7837837837837838
832,26,4.038461538461538
833,47,3.617021276595745
834,76,3.263157894736842
835,26,3.6153846153846154
836,28,3.607142857142857
837,21,4.0
838,78,2.871794871794872
839,53,3.8679245283018866
840,207,2.7729468599033815
841,88,4.2272727272727275
842,22,4.2272727272727275
843,503,2.6520874751491053
844,85,4.094117647058823
845,48,3.125
846,385,3.290909090909091
847,541,4.038817005545287
848,57,3.4210526315789473
849,20,3.4
850,24,3.5
851,42,4.261904761904762
852,50,4.3
853,188,3.9308510638297873
854,66,3.878787878787879
855,22,4.318181818181818
856,848,3.615566037735849
857,53,3.3207547169811322
858,80,2.8875
859,22,3.3181818181818183
860,230,3.5217391304347827
861,21,4.238095238095238
862,21,3.857142857142857
863,84,4.107142857142857
864,66,4.015151515151516
865,81,4.185185185185185
866,195,2.958974358974359
867,20,2.8
868,256,4.28125
869,321,3.473520249221184
870,105,3.9238095238095236
871,33,3.1818181818181817
872,512,3.91015625
873,149,3.5033557046979866
874,20,2.1
875,38,3.6842105263157894
876,26,3.1923076923076925
877,36,3.7222222222222223
878,191,3.738219895287958
879,70,4.114285714285714
880,24,3.6666666666666665
881,41,3.707317073170732
882,61,4.344262295081967
883,46,4.260869565217392
884,23,3.3043478260869565
885,300,4.463333333333333
886,37,3.864864864864865
887,109,3.9908256880733943
888,50,3.78
889,116,3.9827586206896552
890,65,4.3076923076923075
891,95,3.9263157894736844
892,587,3.5093696763202726
893,309,3.8737864077669903
894,97,4.278350515463917
895,37,3.918918918918919
896,64,4.015625
897,100,4.31
898,65,3.9692307692307693
899,31,3.193548387096774
900,202,3.985148514851485
901,44,3.977272727272727
902,188,3.771276595744681
903,2608,2.496549079754601
904,25,3.92
905,48,3.6041666666666665
906,53,3.4339622641509435
907,227,2.66079295154185
908,88,3.6363636363636362
909,121,3.553719008264463
910,1045,3.996172248803828
911,32,3.8125
912,91,4.065934065934066
913,82,4.048780487804878
914,33,4.818181818181818
915,131,3.633587786259542
916,232,3.5517241379310347
917,39,3.717948717948718
918,80,3.6875
919,124,4.25
920,132,2.7803030303030303
921,29,3.206896551724138
922,20,3.65
923,119,4.100840336134453
924,73,4.273972602739726
925,134,3.485074626865672
926,98,4.183673469387755
927,34,4.352941176470588
928,72,3.2222222222222223
929,350,3.6742857142857144
930,268,3.111940298507463
931,20,3.6
932,188,3.845744680851064
933,137,4.2773722627737225
934,54,3.7037037037037037
935,474,3.282700421940928
936,211,3.4123222748815167
937,80,3.8375
938,30,2.933333333333333
939,31,3.838709677419355
940,298,3.5503355704697985
941,254,3.7598425196850394
942,32,3.5625
943,147,3.5374149659863945
944,20,3.15
945,74,3.135135135135135
946,25,3.2
947,336,4.157738095238095
948,90,4.288888888888889
949,112,4.3125
950,189,2.3703703703703702
951,264,3.731060606060606
952,63,4.174603174603175
953,58,3.9827586206896552
954,53,3.9622641509433962
955,766,2.7885117493472587
956,53,3.452830188679245
957,44,1.8181818181818181
958,20,2.5
959,57,3.3333333333333335
960,77,3.6103896103896105
961,36,3.138888888888889
962,61,3.3114754098360657
963,20,3.5
964,227,4.290748898678414
965,80,3.975
966,24,3.7916666666666665
967,60,3.05
968,84,3.3095238095238093
969,517,4.0309477756286265
970,486,3.42798353909465
971,1075,3.6223255813953488
972,31,3.2903225806451615
973,45,4.2444444444444445
974,34,3.2941176470588234
975,264,3.8106060606060606
976,22,4.2272727272727275
977,41,3.3658536585365852
978,211,2.5829383886255926
979,130,3.9076923076923076
980,77,3.324675324675325
981,46,3.608695652173913
982,2183,3.4415941365093907
983,92,3.2282608695652173
984,203,3.768472906403941
985,35,4.628571428571429
986,190,3.6578947368421053
987,169,3.9289940828402368
988,51,4.176470588235294
989,292,2.962328767123288
990,73,3.8767123287671232
991,27,4.148148148148148
992,23,3.8260869565217392
993,66,3.8333333333333335
994,361,4.243767313019391
995,295,3.4135593220338984
996,42,3.8095238095238093
997,79,3.9367088607594938
998,127,3.795275590551181
999,25,3.08
1000,57,4.421052631578948
1001,589,3.4261460101867574
1002,45,3.7111111111111112
1003,174,3.9597701149425286
1004,28,3.3214285714285716
1005,24,3.4166666666666665
1006,60,4.15
1007,276,3.0615942028985508
1008,29,3.793103448275862
1009,28,3.357142857142857
1010,38,2.8157894736842106
1011,719,3.1752433936022255
1012,118,2.9237288135593222
1013,29,3.7586206896551726
1014,35,2.942857142857143
1015,302,3.7450331125827816
1016,142,3.288732394366197
1017,46,4.086956521739131
1018,45,3.6666666666666665
1019,82,4.134146341463414
1020,68,3.8676470588235294
1021,33,4.121212121212121
1022,130,4.269230769230769
1023,69,4.434782608695652
1024,201,3.5920398009950247
1025,63,4.142857142857143
1026,55,3.581818181818182
1027,30,3.6333333333333333
1028,284,4.366197183098592
1029,23,4.043478260869565
1030,347,4.109510086455331
1031,56,3.642857142857143
1032,40,2.95
1033,21,3.8095238095238093
1034,118,3.889830508474576
1035,41,3.8536585365853657
1036,55,4.581818181818182
1037,102,3.5980392156862746
1038,51,3.784313725490196
1039,56,3.392857142857143
1040,42,3.761904761904762
1041,166,4.036144578313253
1042,316,4.037974683544304
1043,23,3.652173913043478
1044,61,4.065573770491803
1045,161,3.8447204968944098
1046,69,3.9565217391304346
1047,35,3.7714285714285714
1048,494,3.9817813765182186
1049,60,3.2333333333333334
1050,75,2.546666666666667
1051,48,3.6041666666666665
1052,764,3.9646596858638743
1053,45,4.133333333333334
1054,26,4.461538461538462
1055,39,3.2051282051282053
1056,102,3.176470588235294
1057,558,3.3082437275985663
1058,136,3.2205882352941178
1059,25,4.12
1060,59,3.694915254237288
1061,204,3.0980392156862746
1062,40,3.5
1063,124,3.6370967741935485
1064,25,3.52
1065,149,3.778523489932886
1066,27,3.5185185185185186
1067,21,3.857142857142857
1068,466,4.240343347639485
1069,23,2.8260869565217392
1070,34,3.735294117647059
1071,63,3.7936507936507935
1072,80,3.525
1073,296,3.47972972972973
1074,67,4.164179104477612
1075,25,3.64
1076,30,3.966666666666667
1077,24,2.7083333333333335
1078,167,3.970059880239521
1079,25,3.68
1080,160,3.23125
1081,150,3.6333333333333333
1082,43,3.9302325581395348
1083,87,4.068965517241379
1084,104,3.4134615384615383
1085,401,4.002493765586035
1086,37,3.810810810810811
1087,69,3.536231884057971
1088,60,3.216666666666667
1089,44,4.340909090909091
1090,74,3.9594594594594597
1091,47,3.9361702127659575
1092,40,3.7
1093,545,3.601834862385321
1094,62,4.403225806451613
1095,501,3.465069860279441
1096,49,4.408163265306122
1097,25,3.84
1098,49,3.816326530612245
1099,44,3.3636363636363638
1100,48,3.125
1101,30,3.4
1102,134,3.485074626865672
1103,57,4.12280701754386
1104,32,3.75
1105,111,3.873873873873874
1106,93,4.290322580645161
1107,305,2.862295081967213
1108,224,3.892857142857143
1109,21,3.4285714285714284
1110,20,4.55
1111,118,3.0847457627118646
1112,24,3.375
1113,731,3.395348837209302
1114,97,3.2783505154639174
1115,37,3.27027027027027
1116,128,3.734375
1117,87,4.0
1118,124,3.5403225806451615
1119,238,3.8403361344537816
1120,112,2.669642857142857
1121,42,4.0
1122,87,3.5632183908045976
1123,355,3.9492957746478874
1124,29,4.241379310344827
1125,33,3.696969696969697
1126,67,3.3134328358208953
1127,82,4.2439024390243905
1128,43,3.395348837209302
1129,32,3.96875
1130,62,3.3870967741935485
1131,40,3.95
1132,25,3.84
1133,245,3.6653061224489796
1134,57,3.5964912280701755
1135,498,3.42570281124498
1136,34,3.911764705882353
1137,25,4.04
1138,21,3.4761904761904763
1139,66,3.3484848484848486
1140,415,3.6506024096385543
1141,437,3.9702517162471396
1142,25,3.84
1143,70,3.4857142857142858
1144,61,3.737704918032787
1145,111,4.342342342342342
1146,35,4.457142857142857
1147,254,3.7244094488188977
1148,73,3.863013698630137
1149,37,3.5135135135135136
1150,80,4.0625
1151,25,4.28
1152,50,3.48
1153,66,3.787878787878788
1154,555,3.2036036036036037
1155,501,3.5788423153692617
1156,20,4.2
1157,63,4.031746031746032
1158,103,4.330097087378641
1159,235,4.259574468085106
1160,77,3.3766233766233764
1161,60,3.25
1162,49,3.816326530612245
1163,392,3.454081632653061
1164,131,3.2977099236641223
1165,815,3.4920245398773004
1166,327,4.0
1167,28,3.8214285714285716
1168,74,3.9864864864864864
1169,136,4.014705882352941
1170,33,3.1515151515151514
1171,31,3.4516129032258065
1172,37,3.7027027027027026
1173,140,3.85
