MovieID,ni,ri,rating_group
196,13628,2.930437334898738,G2: 1%-5%
197,110,3.081818181818182,G4: 10%-20%
198,9143,3.485398665645849,G6: 30%-40%
199,1516,3.845646437994723,G8: 50%-60%
200,339,2.8466076696165192,G2: 1%-5%
201,365,3.052054794520548,G4: 10%-20%
202,389,3.0411311053984575,G4: 10%-20%
203,5429,3.2027997789648186,G4: 10%-20%
204,8335,3.0070785842831436,G4: 10%-20%
205,1355,3.5394833948339484,G6: 30%-40%
206,1038,3.4932562620423893,G6: 30%-40%
207,5414,3.421869227927595,G5: 20%-30%
208,27775,2.9393339333933395,G3: 5%-10%
209,745,2.875167785234899,G2: 1%-5%
210,482,2.9273858921161824,G2: 1%-5%
211,579,3.626943005181347,G7: 40%-50%
212,447,2.6375838926174495,G2: 1%-5%
213,1872,4.088675213675214,G10: 70%-100%
214,942,4.099787685774947,G10: 70%-100%
215,5348,3.9474569932685117,G9: 60%-70%
216,8547,3.3712413712413714,G5: 20%-30%
217,1014,2.7514792899408285,G2: 1%-5%
218,4248,3.3210922787193975,G5: 20%-30%
219,633,3.661927330173776,G7: 40%-50%
220,275,2.4472727272727273,G1: <=1%
222,5968,3.572386058981233,G7: 40%-50%
223,23695,3.968010128719139,G9: 60%-70%
224,8581,3.4965621722409974,G6: 30%-40%
225,12662,3.320723424419523,G5: 20%-30%
226,43,2.86046511627907,G2: 1%-5%
227,4640,3.0976293103448276,G4: 10%-20%
228,475,2.7136842105263157,G2: 1%-5%
229,2428,3.6009060955518946,G7: 40%-50%
230,7284,3.6375617792421746,G7: 40%-50%
231,32085,3.055321801464859,G4: 10%-20%
232,6150,4.085040650406504,G10: 70%-100%
233,3478,3.554916618746406,G6: 30%-40%
234,3269,2.7011318446007953,G2: 1%-5%
235,16419,3.73780376393203,G8: 50%-60%
236,12215,3.3751125665165778,G5: 20%-30%
237,6422,3.25552787293678,G5: 20%-30%
238,834,3.1882494004796165,G4: 10%-20%
239,3178,3.142227816236627,G4: 10%-20%
240,837,2.931899641577061,G2: 1%-5%
241,562,3.065836298932384,G4: 10%-20%
242,1076,3.4182156133828996,G5: 20%-30%
243,439,2.560364464692483,G2: 1%-5%
244,285,2.442105263157895,G1: <=1%
245,255,2.996078431372549,G3: 5%-10%
246,10432,4.090586656441718,G10: 70%-100%
247,7681,3.9151152193724776,G9: 60%-70%
248,3161,3.0468206263840556,G4: 10%-20%
249,4950,3.725050505050505,G8: 50%-60%
250,892,3.062780269058296,G4: 10%-20%
251,388,3.1082474226804124,G4: 10%-20%
252,10074,3.2730792138177485,G5: 20%-30%
253,27568,3.5745792222867094,G7: 40%-50%
254,629,2.917329093799682,G2: 1%-5%
255,1081,2.32099907493062,G1: <=1%
256,9890,2.8156723963599597,G2: 1%-5%
257,3811,3.437942797166098,G6: 30%-40%
258,1710,2.6953216374269005,G2: 1%-5%
259,1996,3.1042084168336674,G4: 10%-20%
260,54502,4.279842941543429,G10: 70%-100%
261,10367,3.69460789042153,G7: 40%-50%
262,4217,3.8468105288119516,G8: 50%-60%
263,395,3.749367088607595,G8: 50%-60%
264,159,3.4150943396226414,G5: 20%-30%
265,11975,3.9665970772442587,G9: 60%-70%
266,16171,3.555253231092697,G6: 30%-40%
267,3792,2.965717299578059,G3: 5%-10%
268,728,3.333791208791209,G5: 20%-30%
269,600,3.5016666666666665,G6: 30%-40%
270,1315,3.1901140684410647,G4: 10%-20%
271,1257,3.3587907716785996,G5: 20%-30%
272,7871,3.795578706644645,G8: 50%-60%
273,7424,3.2001616379310347,G4: 10%-20%
274,1181,2.9127857747671464,G2: 1%-5%
275,1564,2.75383631713555,G2: 1%-5%
276,5459,3.018867924528302,G4: 10%-20%
277,9140,3.5022975929978117,G6: 30%-40%
278,1157,3.038893690579084,G4: 10%-20%
279,936,3.7211538461538463,G7: 40%-50%
280,5104,3.756269592476489,G8: 50%-60%
281,3936,3.6958841463414633,G7: 40%-50%
282,11249,3.4794203929238154,G6: 30%-40%
283,232,3.1163793103448274,G4: 10%-20%
284,36,2.9166666666666665,G2: 1%-5%
285,86,2.372093023255814,G1: <=1%
286,109,2.110091743119266,G1: <=1%
287,329,3.2674772036474162,G5: 20%-30%
288,23610,3.303981363828886,G5: 20%-30%
289,3192,3.3784461152882206,G5: 20%-30%
290,4042,4.074715487382484,G10: 70%-100%
291,656,2.3185975609756095,G1: <=1%
292,26246,3.473710279661663,G6: 30%-40%
293,25804,4.163075492171756,G10: 70%-100%
294,851,3.1938895417156288,G4: 10%-20%
295,469,2.8230277185501067,G2: 1%-5%
296,67310,4.262546426979647,G10: 70%-100%
297,266,3.1315789473684212,G4: 10%-20%
298,244,3.5327868852459017,G6: 30%-40%
299,2626,3.753998476770754,G8: 50%-60%
300,20601,3.712683850298529,G7: 40%-50%
301,469,3.5437100213219614,G6: 30%-40%
302,1564,3.790920716112532,G8: 50%-60%
303,6945,3.115766738660907,G4: 10%-20%
304,724,3.2140883977900554,G4: 10%-20%
305,3429,2.7436570428696414,G2: 1%-5%
306,7252,4.1620242691671265,G10: 70%-100%
307,6676,4.074146195326543,G10: 70%-100%
308,5170,3.9893617021276597,G9: 60%-70%
309,459,3.65359477124183,G7: 40%-50%
310,245,2.8081632653061224,G2: 1%-5%
311,81,2.6790123456790123,G2: 1%-5%
312,1325,2.6430188679245283,G2: 1%-5%
313,1173,3.106564364876385,G4: 10%-20%
314,4124,3.882153249272551,G8: 50%-60%
315,11164,2.968022214260122,G3: 5%-10%
316,31799,3.4214912418629515,G5: 20%-30%
317,16183,3.2092319100290427,G4: 10%-20%
318,63366,4.539011457248367,G10: 70%-100%
319,7180,3.867409470752089,G8: 50%-60%
320,319,3.2758620689655173,G5: 20%-30%
321,922,3.8026030368763557,G8: 50%-60%
322,2986,3.7551908908238447,G8: 50%-60%
324,469,3.7526652452025586,G8: 50%-60%
325,1036,2.6853281853281854,G2: 1%-5%
326,1333,4.135783945986496,G10: 70%-100%
327,7159,2.904176560972203,G2: 1%-5%
328,2427,3.1936547177585495,G4: 10%-20%
329,26404,3.3788441145281016,G5: 20%-30%
330,1536,2.83203125,G2: 1%-5%
331,559,3.298747763864043,G5: 20%-30%
332,2085,2.805755395683453,G2: 1%-5%
333,10962,3.4330414158000364,G6: 30%-40%
334,1638,3.8461538461538463,G8: 50%-60%
335,397,3.302267002518892,G5: 20%-30%
336,295,2.8610169491525426,G2: 1%-5%
337,17881,3.8441362339913874,G8: 50%-60%
338,4652,3.034823731728289,G4: 10%-20%
339,23214,3.55233910571207,G6: 30%-40%
340,1467,3.4008179959100207,G5: 20%-30%
341,400,3.6225,G7: 40%-50%
342,11690,3.5969204448246366,G7: 40%-50%
343,934,2.7119914346895073,G2: 1%-5%
344,38226,3.0809919949772406,G4: 10%-20%
345,10312,3.740690457719162,G8: 50%-60%
346,1129,3.478299379982285,G6: 30%-40%
347,1542,3.46757457846952,G6: 30%-40%
348,8038,3.7448370241353572,G8: 50%-60%
349,29571,3.706672077373102,G7: 40%-50%
350,15833,3.5172108886502875,G6: 30%-40%
351,3667,3.343605126806654,G5: 20%-30%
352,1343,3.2911392405063293,G5: 20%-30%
353,16524,3.5960421205519246,G7: 40%-50%
354,1237,3.1940177849636218,G4: 10%-20%
355,9939,2.539289666968508,G2: 1%-5%
356,66172,4.123451006467993,G10: 70%-100%
357,27699,3.7246109967868875,G8: 50%-60%
358,2273,3.2886053673559172,G5: 20%-30%
359,277,3.306859205776173,G5: 20%-30%
360,2101,2.769157544026654,G2: 1%-5%
361,4993,3.3881434007610656,G5: 20%-30%
362,7629,3.4728011534932492,G6: 30%-40%
363,643,4.045101088646967,G10: 70%-100%
364,38991,3.871637044446154,G8: 50%-60%
365,1825,3.225753424657534,G4: 10%-20%
366,2628,3.006468797564688,G4: 10%-20%
367,34384,3.275244299674267,G5: 20%-30%
368,17062,3.493552924627828,G6: 30%-40%
369,1120,3.342857142857143,G5: 20%-30%
370,14261,3.0702615524858006,G4: 10%-20%
371,4313,3.276837468119638,G5: 20%-30%
372,8010,3.3328339575530586,G5: 20%-30%
373,3527,3.816841508364049,G8: 50%-60%
374,4965,2.524672708962739,G2: 1%-5%
375,254,3.2913385826771653,G5: 20%-30%
376,11294,3.331414910571985,G5: 20%-30%
377,41562,3.5818776767239306,G7: 40%-50%
378,2342,3.145175064047822,G4: 10%-20%
379,5470,2.8244972577696528,G2: 1%-5%
380,43159,3.5682708125767513,G7: 40%-50%
381,4925,3.4487309644670052,G6: 30%-40%
382,5419,3.1009411330503784,G4: 10%-20%
383,5025,3.2487562189054726,G4: 10%-20%
384,771,3.035019455252918,G4: 10%-20%
385,128,3.609375,G7: 40%-50%
386,357,2.8935574229691876,G2: 1%-5%
387,701,2.708987161198288,G2: 1%-5%
388,551,3.582577132486388,G7: 40%-50%
389,201,3.5074626865671643,G6: 30%-40%
390,814,3.5147420147420148,G6: 30%-40%
391,427,3.180327868852459,G4: 10%-20%
392,275,3.3454545454545452,G5: 20%-30%
393,2041,2.0156785889269964,G1: <=1%
394,132,3.4393939393939394,G6: 30%-40%
395,13,3.230769230769231,G4: 10%-20%
396,26,2.6153846153846154,G2: 1%-5%
397,92,2.25,G1: <=1%
398,51,3.411764705882353,G5: 20%-30%
399,10,2.3,G1: <=1%
400,28,2.607142857142857,G2: 1%-5%
401,19,3.3684210526315788,G5: 20%-30%
402,60,3.0166666666666666,G4: 10%-20%
403,13,2.0,G1: <=1%
404,81,3.3209876543209877,G5: 20%-30%
405,3554,2.5196961170512098,G2: 1%-5%
406,66,3.1363636363636362,G4: 10%-20%
407,1800,3.22,G4: 10%-20%
408,652,3.3098159509202456,G5: 20%-30%
409,431,3.1044083526682136,G4: 10%-20%
410,18618,3.055591363196906,G4: 10%-20%
411,113,2.814159292035398,G2: 1%-5%
412,4521,3.6122539261225395,G7: 40%-50%
413,6105,2.8958230958230957,G2: 1%-5%
414,865,2.697109826589595,G2: 1%-5%
415,3217,2.851725209822816,G2: 1%-5%
416,1774,2.7491544532130776,G2: 1%-5%
417,3301,3.541048167222054,G6: 30%-40%
418,685,2.7284671532846714,G2: 1%-5%
419,4542,2.568251871422281,G2: 1%-5%
420,14934,2.814651131645909,G2: 1%-5%
421,1748,3.3443935926773456,G5: 20%-30%
422,1412,3.2712464589235126,G5: 20%-30%
423,2304,3.0711805555555554,G4: 10%-20%
424,742,2.7870619946091644,G2: 1%-5%
425,882,3.5113378684807257,G6: 30%-40%
426,3314,3.148159324079662,G4: 10%-20%
427,3407,2.5755796888758438,G2: 1%-5%
428,4919,3.9123805651555195,G9: 60%-70%
429,1483,2.4295347269049223,G1: <=1%
430,252,2.384920634920635,G1: <=1%
431,8946,3.789738430583501,G8: 50%-60%
432,12819,2.80435291364381,G2: 1%-5%
433,1242,2.9516908212560384,G3: 5%-10%
434,24940,3.119727345629511,G4: 10%-20%
435,13911,2.6668104377830493,G2: 1%-5%
436,1239,2.686037126715093,G2: 1%-5%
437,1835,2.64141689373297,G2: 1%-5%
438,1054,2.7590132827324476,G2: 1%-5%
439,53,2.6226415094339623,G2: 1%-5%
440,19297,3.6571487796030473,G7: 40%-50%
441,8035,3.8003733665214687,G8: 50%-60%
442,18307,3.137816135904299,G4: 10%-20%
443,587,3.393526405451448,G5: 20%-30%
444,1299,2.4588144726712855,G1: <=1%
445,1893,2.9117802430005284,G2: 1%-5%
446,3752,3.939498933901919,G9: 60%-70%
447,223,2.5560538116591927,G2: 1%-5%
448,3013,3.601725854629937,G7: 40%-50%
449,684,3.5350877192982457,G6: 30%-40%
450,2967,3.399730367374452,G5: 20%-30%
451,636,3.088050314465409,G4: 10%-20%
452,1204,3.568936877076412,G7: 40%-50%
453,931,3.141783029001074,G4: 10%-20%
454,25689,3.5530382654054264,G6: 30%-40%
455,8453,2.729563468591033,G2: 1%-5%
456,931,3.9312567132116003,G9: 60%-70%
457,49581,4.0579455839938685,G10: 70%-100%
458,1054,3.1840607210626186,G4: 10%-20%
459,1103,2.8213961922030824,G2: 1%-5%
460,913,2.466593647316539,G1: <=1%
461,904,3.3738938053097347,G5: 20%-30%
462,203,2.645320197044335,G2: 1%-5%
463,410,2.848780487804878,G2: 1%-5%
464,3149,2.9641155922515083,G3: 5%-10%
465,723,3.315352697095436,G5: 20%-30%
466,13521,3.016640781007322,G4: 10%-20%
467,741,3.398110661268556,G5: 20%-30%
468,7347,3.376480195998367,G5: 20%-30%
469,1279,3.321344800625489,G5: 20%-30%
470,463,2.183585313174946,G1: <=1%
471,11268,3.747781327653532,G8: 50%-60%
472,731,2.9069767441860463,G2: 1%-5%
473,1364,2.3900293255131966,G1: <=1%
474,18836,3.787799957528138,G8: 50%-60%
475,9083,4.004954310249917,G10: 70%-100%
476,229,3.0436681222707422,G4: 10%-20%
477,4534,3.5816056462284958,G7: 40%-50%
478,277,2.48014440433213,G1: <=1%
479,1230,2.978048780487805,G3: 5%-10%
480,59715,3.756727790337436,G8: 50%-60%
481,5360,3.404664179104478,G5: 20%-30%
482,2716,3.484536082474227,G6: 30%-40%
483,587,3.8551959114139693,G8: 50%-60%
484,704,2.846590909090909,G2: 1%-5%
485,13577,2.8775870958238197,G2: 1%-5%
486,602,2.740863787375415,G2: 1%-5%
487,615,2.6747967479674797,G2: 1%-5%
488,532,3.454887218045113,G6: 30%-40%
489,3032,2.8100263852242744,G2: 1%-5%
490,3210,3.3828660436137072,G5: 20%-30%
491,5457,3.46637346527396,G6: 30%-40%
492,3116,3.7121309370988445,G7: 40%-50%
493,3699,3.673154906731549,G7: 40%-50%
494,12190,3.403937653814602,G5: 20%-30%
495,653,3.5283307810107196,G6: 30%-40%
496,413,3.3123486682808716,G5: 20%-30%
497,14214,3.960180104122696,G9: 60%-70%
498,378,2.8518518518518516,G2: 1%-5%
499,404,2.797029702970297,G2: 1%-5%
500,34392,3.4878169341707372,G6: 30%-40%
501,1897,3.8803373748023193,G8: 50%-60%
502,3642,2.3898956617243274,G1: <=1%
503,140,3.1285714285714286,G4: 10%-20%
504,1136,3.0184859154929575,G4: 10%-20%
505,1293,2.5854601701469453,G2: 1%-5%
506,1343,3.5309009679821295,G6: 30%-40%
507,3233,3.5858335910918653,G7: 40%-50%
508,19489,3.900559289855816,G8: 50%-60%
509,17068,3.753456761190532,G8: 50%-60%
510,879,2.777019340159272,G2: 1%-5%
511,1665,3.1777777777777776,G4: 10%-20%
512,1239,2.966908797417272,G3: 5%-10%
513,572,2.9702797202797204,G3: 5%-10%
514,4681,3.5026703695791497,G6: 30%-40%
515,10661,3.951505487290123,G9: 60%-70%
516,3431,3.1308656368405714,G4: 10%-20%
517,3450,3.1936231884057973,G4: 10%-20%
518,1222,2.7594108019639934,G2: 1%-5%
519,4812,2.2921862011637573,G1: <=1%
520,14439,3.161368515825196,G4: 10%-20%
521,2185,3.3592677345537756,G5: 20%-30%
522,1264,3.6819620253164556,G7: 40%-50%
523,926,3.67170626349892,G7: 40%-50%
524,7630,3.6389252948885975,G7: 40%-50%
525,172,3.436046511627907,G6: 30%-40%
526,130,3.207692307692308,G4: 10%-20%
527,50054,4.401546329963639,G10: 70%-100%
528,913,2.819277108433735,G2: 1%-5%
529,10952,3.9157231555880205,G9: 60%-70%
530,32,3.1875,G4: 10%-20%
531,7459,3.6247486258211556,G7: 40%-50%
532,5968,3.108076407506702,G4: 10%-20%
533,3865,2.9723156532988355,G3: 5%-10%
534,4869,3.9277058944341756,G9: 60%-70%
535,5576,3.8330344332855093,G8: 50%-60%
536,742,3.3180592991913747,G5: 20%-30%
537,3431,3.1964441853686973,G4: 10%-20%
538,5101,3.7586747696530094,G8: 50%-60%
539,28805,3.5991668113174797,G7: 40%-50%
540,4943,2.7691685211410073,G2: 1%-5%
541,30526,4.240516281202909,G10: 70%-100%
542,3491,2.9249498710971067,G2: 1%-5%
543,12348,3.340945902170392,G5: 20%-30%
544,2168,2.9667896678966788,G3: 5%-10%
545,50,2.6,G2: 1%-5%
546,5554,2.1949945984875767,G1: <=1%
547,807,2.8711276332094178,G2: 1%-5%
548,2843,2.9560323601829053,G3: 5%-10%
549,1450,3.9351724137931035,G9: 60%-70%
550,3373,3.117699377408835,G4: 10%-20%
551,20509,3.8271002974303965,G8: 50%-60%
552,12901,3.313231532439346,G5: 20%-30%
553,15157,3.7663785709573134,G8: 50%-60%
554,516,3.0852713178294575,G4: 10%-20%
555,15360,3.893424479166667,G8: 50%-60%
556,1219,4.041837571780148,G10: 70%-100%
558,1428,2.834733893557423,G2: 1%-5%
559,47,2.9148936170212765,G2: 1%-5%
560,39,3.076923076923077,G4: 10%-20%
561,223,3.506726457399103,G6: 30%-40%
562,6197,3.859286751654026,G8: 50%-60%
563,342,3.4649122807017543,G6: 30%-40%
564,328,2.393292682926829,G1: <=1%
565,687,3.2620087336244543,G5: 20%-30%
566,150,2.8466666666666667,G2: 1%-5%
567,360,3.4555555555555557,G6: 30%-40%
568,389,3.609254498714653,G7: 40%-50%
569,1673,2.985654512851166,G3: 5%-10%
570,220,3.5272727272727273,G6: 30%-40%
571,203,3.6502463054187193,G7: 40%-50%
572,35,2.7714285714285714,G2: 1%-5%
573,205,3.497560975609756,G6: 30%-40%
574,1390,3.351798561151079,G5: 20%-30%
575,2553,3.073247160203682,G4: 10%-20%
576,25,2.56,G2: 1%-5%
577,616,2.896103896103896,G2: 1%-5%
579,38,3.0526315789473686,G4: 10%-20%
580,569,3.117750439367311,G4: 10%-20%
581,1883,4.0355815188528945,G10: 70%-100%
582,131,3.404580152671756,G5: 20%-30%
583,251,3.553784860557769,G6: 30%-40%
584,27,3.074074074074074,G4: 10%-20%
585,9713,2.7547616596314217,G2: 1%-5%
586,28348,3.1938055594750954,G4: 10%-20%
587,29488,3.5209237655995658,G6: 30%-40%
588,41842,3.760025811385689,G8: 50%-60%
589,52244,4.021437868463364,G10: 70%-100%
590,44208,3.800036192544336,G8: 50%-60%
591,30,2.033333333333333,G1: <=1%
592,46054,3.478460068615104,G6: 30%-40%
593,63299,4.269451334144299,G10: 70%-100%
594,17766,3.694922886412248,G7: 40%-50%
595,35138,3.746257612840799,G8: 50%-60%
596,12782,3.604130808950086,G7: 40%-50%
597,33900,3.513716814159292,G6: 30%-40%
598,135,3.6666666666666665,G7: 40%-50%
599,3174,4.086641461877757,G10: 70%-100%
600,305,3.0491803278688523,G4: 10%-20%
601,113,3.424778761061947,G6: 30%-40%
602,340,4.05,G10: 70%-100%
603,601,3.009983361064892,G4: 10%-20%
604,6,2.0,G1: <=1%
605,3396,3.3586572438162543,G5: 20%-30%
606,1514,2.6136063408190227,G2: 1%-5%
607,18,2.611111111111111,G2: 1%-5%
608,43272,4.200452948789056,G10: 70%-100%
609,2430,3.048559670781893,G4: 10%-20%
610,7845,3.4364563416188654,G6: 30%-40%
611,1767,2.570458404074703,G2: 1%-5%
612,1609,2.7507768800497203,G2: 1%-5%
613,2430,3.6728395061728394,G7: 40%-50%
