MovieID,ni,ri
163,14321,3.5498917673346835
164,4435,3.4926719278466742
165,33940,3.564525633470831
166,650,2.890769230769231
167,79,3.189873417721519
168,12084,3.167411453161205
169,3358,2.3874329958308516
170,7875,3.2985396825396824
171,1427,3.6306937631394534
172,12706,2.8250432866362347
173,14993,2.6272260388181152
174,2124,2.5009416195856873
175,4801,3.6096646531972505
176,2363,3.9035124841303426
177,2314,2.9183232497839238
178,500,3.41
179,1229,2.7843775427176567
180,8400,3.713214285714286
181,2655,2.023352165725047
182,697,3.133428981348637
183,614,3.3925081433224755
184,328,3.143292682926829
185,24618,3.172597286538305
186,11222,2.977900552486188
187,943,3.511134676564157
188,2498,3.3939151321056844
189,336,3.0148809523809526
190,960,3.627083333333333
191,1664,2.7271634615384617
192,81,3.049382716049383
193,7464,2.332797427652733
194,5937,3.902139127505474
195,3242,3.1169031462060457
196,13628,2.930437334898738
197,110,3.081818181818182
198,9143,3.485398665645849
199,1516,3.845646437994723
200,339,2.8466076696165192
201,365,3.052054794520548
202,389,3.0411311053984575
203,5429,3.2027997789648186
204,8335,3.0070785842831436
205,1355,3.5394833948339484
206,1038,3.4932562620423893
207,5414,3.421869227927595
208,27775,2.9393339333933395
209,745,2.875167785234899
210,482,2.9273858921161824
211,579,3.626943005181347
212,447,2.6375838926174495
213,1872,4.088675213675214
214,942,4.099787685774947
215,5348,3.9474569932685117
216,8547,3.3712413712413714
217,1014,2.7514792899408285
218,4248,3.3210922787193975
219,633,3.661927330173776
220,275,2.4472727272727273
222,5968,3.572386058981233
223,23695,3.968010128719139
224,8581,3.4965621722409974
225,12662,3.320723424419523
226,43,2.86046511627907
227,4640,3.0976293103448276
228,475,2.7136842105263157
229,2428,3.6009060955518946
230,7284,3.6375617792421746
231,32085,3.055321801464859
232,6150,4.085040650406504
233,3478,3.554916618746406
234,3269,2.7011318446007953
235,16419,3.73780376393203
236,12215,3.3751125665165778
237,6422,3.25552787293678
238,834,3.1882494004796165
239,3178,3.142227816236627
240,837,2.931899641577061
241,562,3.065836298932384
242,1076,3.4182156133828996
243,439,2.560364464692483
244,285,2.442105263157895
245,255,2.996078431372549
246,10432,4.090586656441718
247,7681,3.9151152193724776
248,3161,3.0468206263840556
249,4950,3.725050505050505
250,892,3.062780269058296
251,388,3.1082474226804124
252,10074,3.2730792138177485
253,27568,3.5745792222867094
254,629,2.917329093799682
255,1081,2.32099907493062
256,9890,2.8156723963599597
257,3811,3.437942797166098
258,1710,2.6953216374269005
259,1996,3.1042084168336674
260,54502,4.279842941543429
261,10367,3.69460789042153
262,4217,3.8468105288119516
263,395,3.749367088607595
264,159,3.4150943396226414
265,11975,3.9665970772442587
266,16171,3.555253231092697
267,3792,2.965717299578059
268,728,3.333791208791209
269,600,3.5016666666666665
270,1315,3.1901140684410647
271,1257,3.3587907716785996
272,7871,3.795578706644645
273,7424,3.2001616379310347
274,1181,2.9127857747671464
275,1564,2.75383631713555
276,5459,3.018867924528302
277,9140,3.5022975929978117
278,1157,3.038893690579084
279,936,3.7211538461538463
280,5104,3.756269592476489
281,3936,3.6958841463414633
282,11249,3.4794203929238154
283,232,3.1163793103448274
284,36,2.9166666666666665
285,86,2.372093023255814
286,109,2.110091743119266
287,329,3.2674772036474162
288,23610,3.303981363828886
289,3192,3.3784461152882206
290,4042,4.074715487382484
291,656,2.3185975609756095
292,26246,3.473710279661663
293,25804,4.163075492171756
294,851,3.1938895417156288
295,469,2.8230277185501067
296,67310,4.262546426979647
297,266,3.1315789473684212
298,244,3.5327868852459017
299,2626,3.753998476770754
300,20601,3.712683850298529
301,469,3.5437100213219614
302,1564,3.790920716112532
303,6945,3.115766738660907
304,724,3.2140883977900554
305,3429,2.7436570428696414
306,7252,4.1620242691671265
307,6676,4.074146195326543
308,5170,3.9893617021276597
309,459,3.65359477124183
310,245,2.8081632653061224
311,81,2.6790123456790123
312,1325,2.6430188679245283
313,1173,3.106564364876385
314,4124,3.882153249272551
315,11164,2.968022214260122
316,31799,3.4214912418629515
317,16183,3.2092319100290427
318,63366,4.539011457248367
319,7180,3.867409470752089
320,319,3.2758620689655173
321,922,3.8026030368763557
322,2986,3.7551908908238447
324,469,3.7526652452025586
325,1036,2.6853281853281854
326,1333,4.135783945986496
327,7159,2.904176560972203
328,2427,3.1936547177585495
329,26404,3.3788441145281016
330,1536,2.83203125
331,559,3.298747763864043
332,2085,2.805755395683453
333,10962,3.4330414158000364
334,1638,3.8461538461538463
335,397,3.302267002518892
336,295,2.8610169491525426
337,17881,3.8441362339913874
338,4652,3.034823731728289
339,23214,3.55233910571207
340,1467,3.4008179959100207
341,400,3.6225
342,11690,3.5969204448246366
343,934,2.7119914346895073
344,38226,3.0809919949772406
345,10312,3.740690457719162
346,1129,3.478299379982285
347,1542,3.46757457846952
348,8038,3.7448370241353572
349,29571,3.706672077373102
350,15833,3.5172108886502875
351,3667,3.343605126806654
352,1343,3.2911392405063293
353,16524,3.5960421205519246
354,1237,3.1940177849636218
355,9939,2.539289666968508
356,66172,4.123451006467993
357,27699,3.7246109967868875
358,2273,3.2886053673559172
359,277,3.306859205776173
360,2101,2.769157544026654
361,4993,3.3881434007610656
362,7629,3.4728011534932492
363,643,4.045101088646967
364,38991,3.871637044446154
365,1825,3.225753424657534
366,2628,3.006468797564688
367,34384,3.275244299674267
368,17062,3.493552924627828
369,1120,3.342857142857143
370,14261,3.0702615524858006
371,4313,3.276837468119638
372,8010,3.3328339575530586
373,3527,3.816841508364049
374,4965,2.524672708962739
375,254,3.2913385826771653
376,11294,3.331414910571985
377,41562,3.5818776767239306
378,2342,3.145175064047822
379,5470,2.8244972577696528
380,43159,3.5682708125767513
381,4925,3.4487309644670052
382,5419,3.1009411330503784
383,5025,3.2487562189054726
384,771,3.035019455252918
385,128,3.609375
386,357,2.8935574229691876
387,701,2.708987161198288
388,551,3.582577132486388
389,201,3.5074626865671643
390,814,3.5147420147420148
391,427,3.180327868852459
392,275,3.3454545454545452
393,2041,2.0156785889269964
394,132,3.4393939393939394
395,13,3.230769230769231
396,26,2.6153846153846154
397,92,2.25
398,51,3.411764705882353
399,10,2.3
400,28,2.607142857142857
401,19,3.3684210526315788
402,60,3.0166666666666666
403,13,2.0
404,81,3.3209876543209877
405,3554,2.5196961170512098
406,66,3.1363636363636362
407,1800,3.22
408,652,3.3098159509202456
409,431,3.1044083526682136
410,18618,3.055591363196906
411,113,2.814159292035398
412,4521,3.6122539261225395
413,6105,2.8958230958230957
414,865,2.697109826589595
415,3217,2.851725209822816
416,1774,2.7491544532130776
417,3301,3.541048167222054
418,685,2.7284671532846714
419,4542,2.568251871422281
420,14934,2.814651131645909
421,1748,3.3443935926773456
422,1412,3.2712464589235126
423,2304,3.0711805555555554
424,742,2.7870619946091644
425,882,3.5113378684807257
426,3314,3.148159324079662
427,3407,2.5755796888758438
428,4919,3.9123805651555195
429,1483,2.4295347269049223
430,252,2.384920634920635
431,8946,3.789738430583501
432,12819,2.80435291364381
433,1242,2.9516908212560384
434,24940,3.119727345629511
435,13911,2.6668104377830493
436,1239,2.686037126715093
437,1835,2.64141689373297
438,1054,2.7590132827324476
439,53,2.6226415094339623
440,19297,3.6571487796030473
441,8035,3.8003733665214687
442,18307,3.137816135904299
443,587,3.393526405451448
444,1299,2.4588144726712855
445,1893,2.9117802430005284
446,3752,3.939498933901919
447,223,2.5560538116591927
448,3013,3.601725854629937
449,684,3.5350877192982457
450,2967,3.399730367374452
451,636,3.088050314465409
452,1204,3.568936877076412
453,931,3.141783029001074
454,25689,3.5530382654054264
455,8453,2.729563468591033
456,931,3.9312567132116003
457,49581,4.0579455839938685
458,1054,3.1840607210626186
459,1103,2.8213961922030824
460,913,2.466593647316539
461,904,3.3738938053097347
462,203,2.645320197044335
463,410,2.848780487804878
464,3149,2.9641155922515083
465,723,3.315352697095436
466,13521,3.016640781007322
467,741,3.398110661268556
468,7347,3.376480195998367
469,1279,3.321344800625489
470,463,2.183585313174946
471,11268,3.747781327653532
472,731,2.9069767441860463
473,1364,2.3900293255131966
474,18836,3.787799957528138
475,9083,4.004954310249917
476,229,3.0436681222707422
477,4534,3.5816056462284958
478,277,2.48014440433213
479,1230,2.978048780487805
480,59715,3.756727790337436
481,5360,3.404664179104478
482,2716,3.484536082474227
483,587,3.8551959114139693
484,704,2.846590909090909
485,13577,2.8775870958238197
486,602,2.740863787375415
487,615,2.6747967479674797
488,532,3.454887218045113
489,3032,2.8100263852242744
490,3210,3.3828660436137072
491,5457,3.46637346527396
492,3116,3.7121309370988445
493,3699,3.673154906731549
494,12190,3.403937653814602
495,653,3.5283307810107196
496,413,3.3123486682808716
497,14214,3.960180104122696
498,378,2.8518518518518516
499,404,2.797029702970297
500,34392,3.4878169341707372
501,1897,3.8803373748023193
502,3642,2.3898956617243274
503,140,3.1285714285714286
504,1136,3.0184859154929575
505,1293,2.5854601701469453
506,1343,3.5309009679821295
507,3233,3.5858335910918653
508,19489,3.900559289855816
509,17068,3.753456761190532
510,879,2.777019340159272
511,1665,3.1777777777777776
512,1239,2.966908797417272
513,572,2.9702797202797204
514,4681,3.5026703695791497
515,10661,3.951505487290123
516,3431,3.1308656368405714
517,3450,3.1936231884057973
518,1222,2.7594108019639934
519,4812,2.2921862011637573
520,14439,3.161368515825196
521,2185,3.3592677345537756
522,1264,3.6819620253164556
523,926,3.67170626349892
524,7630,3.6389252948885975
525,172,3.436046511627907
526,130,3.207692307692308
527,50054,4.401546329963639
528,913,2.819277108433735
529,10952,3.9157231555880205
530,32,3.1875
531,7459,3.6247486258211556
532,5968,3.108076407506702
533,3865,2.9723156532988355
534,4869,3.9277058944341756
535,5576,3.8330344332855093
536,742,3.3180592991913747
537,3431,3.1964441853686973
538,5101,3.7586747696530094
539,28805,3.5991668113174797
540,4943,2.7691685211410073
541,30526,4.240516281202909
542,3491,2.9249498710971067
543,12348,3.340945902170392
544,2168,2.9667896678966788
545,50,2.6
546,5554,2.1949945984875767
547,807,2.8711276332094178
548,2843,2.9560323601829053
549,1450,3.9351724137931035
550,3373,3.117699377408835
551,20509,3.8271002974303965
552,12901,3.313231532439346
553,15157,3.7663785709573134
554,516,3.0852713178294575
555,15360,3.893424479166667
556,1219,4.041837571780148
558,1428,2.834733893557423
559,47,2.9148936170212765
560,39,3.076923076923077
561,223,3.506726457399103
562,6197,3.859286751654026
563,342,3.4649122807017543
564,328,2.393292682926829
565,687,3.2620087336244543
566,150,2.8466666666666667
567,360,3.4555555555555557
568,389,3.609254498714653
569,1673,2.985654512851166
570,220,3.5272727272727273
571,203,3.6502463054187193
572,35,2.7714285714285714
573,205,3.497560975609756
574,1390,3.351798561151079
575,2553,3.073247160203682
576,25,2.56
577,616,2.896103896103896
579,38,3.0526315789473686
580,569,3.117750439367311
581,1883,4.0355815188528945
582,131,3.404580152671756
583,251,3.553784860557769
584,27,3.074074074074074
585,9713,2.7547616596314217
586,28348,3.1938055594750954
587,29488,3.5209237655995658
588,41842,3.760025811385689
589,52244,4.021437868463364
590,44208,3.800036192544336
591,30,2.033333333333333
592,46054,3.478460068615104
593,63299,4.269451334144299
594,17766,3.694922886412248
595,35138,3.746257612840799
596,12782,3.604130808950086
597,33900,3.513716814159292
598,135,3.6666666666666665
599,3174,4.086641461877757
600,305,3.0491803278688523
601,113,3.424778761061947
602,340,4.05
603,601,3.009983361064892
604,6,2.0
605,3396,3.3586572438162543
606,1514,2.6136063408190227
607,18,2.611111111111111
608,43272,4.200452948789056
609,2430,3.048559670781893
610,7845,3.4364563416188654
611,1767,2.570458404074703
612,1609,2.7507768800497203
613,2430,3.6728395061728394
614,163,3.147239263803681
615,637,3.880690737833595
616,7892,3.4637607704004054
617,524,3.66793893129771
618,360,2.797222222222222
619,714,2.6736694677871147
620,35,3.4857142857142858
621,330,3.6333333333333333
623,35,3.1142857142857143
624,47,2.74468085106383
625,25,3.32
626,631,2.903328050713154
627,1833,3.602836879432624
628,11169,3.832751365386337
629,24,3.1666666666666665
630,223,3.3497757847533634
631,2193,2.7884176926584585
632,342,4.002923976608187
633,336,3.3898809523809526
634,334,2.344311377245509
635,1100,3.6645454545454546
636,35,2.914285714285714
637,5791,2.8938007252633398
638,581,3.3218588640275386
639,1147,2.9537925021795988
640,3136,2.9901147959183674
641,80,2.55
642,11,2.0
643,23,2.347826086956522
644,14,2.2142857142857144
645,302,3.662251655629139
647,7893,3.605346509565438
648,37127,3.4837180488593207
649,137,3.781021897810219
650,1368,3.4853801169590644
651,44,2.659090909090909
652,76,3.1315789473684212
653,14192,3.300803269447576
654,17,2.8823529411764706
655,18,2.2777777777777777
656,1198,2.9307178631051753
657,36,2.5277777777777777
658,49,3.0408163265306123
659,433,3.771362586605081
660,120,3.05
661,10228,3.4068244035979665
662,2792,3.2919054441260744
663,3327,3.4114818154493536
664,322,3.0714285714285716
665,1148,4.081881533101045
666,164,3.5609756097560976
667,1061,2.5683317624882185
668,761,4.222076215505913
670,765,4.196078431372549
671,6361,3.754912749567678
672,27,2.5555555555555554
673,9917,2.8276696581627507
674,3286,3.0407790626902007
675,28,2.1785714285714284
676,28,2.607142857142857
678,2677,4.185655584609638
679,97,3.3711340206185567
680,1108,3.6561371841155235
681,334,3.6317365269461077
682,64,3.265625
683,35,2.742857142857143
684,21,2.619047619047619
685,536,3.5597014925373136
687,100,3.03
688,2963,2.654404319946001
690,82,3.3780487804878048
691,1172,3.0972696245733786
692,920,2.378260869565217
693,27,3.037037037037037
694,2759,3.035882566147155
695,848,3.2110849056603774
696,117,3.230769230769231
697,1142,2.823117338003503
698,148,2.8378378378378377
699,17,2.235294117647059
700,1245,3.2987951807228915
701,97,3.2268041237113403
702,371,3.8274932614555257
703,357,2.9019607843137254
704,1784,2.8632286995515694
705,430,3.5767441860465117
706,251,3.143426294820717
707,4627,3.104603414739572
708,15263,3.466880691869226
709,2597,3.3565652676164808
710,1249,2.77822257806245
711,2120,2.7132075471698114
712,181,3.5303867403314917
713,135,3.474074074074074
714,3307,4.0130027214998485
715,614,3.6009771986970684
716,301,3.0033222591362128
717,90,3.2777777777777777
718,903,3.5160575858250276
719,7664,3.0437108559498958
720,8171,4.20401419654877
721,18,3.0555555555555554
722,353,3.640226628895184
723,33,3.090909090909091
724,8538,3.162215975638323
725,1563,2.834293026231606
726,536,3.162313432835821
727,25,3.2
728,3545,3.847954866008463
729,103,3.4466019417475726
730,70,3.057142857142857
731,854,2.9473067915690865
732,234,2.8162393162393164
733,31353,3.770739642139508
734,59,2.6610169491525424
735,1122,3.5811051693404634
736,32446,3.2833014855452136
737,4519,2.189643726488161
738,24,3.1666666666666665
739,12,2.0833333333333335
741,7072,4.083286199095022
742,1859,2.793975255513717
743,6112,2.8226439790575917
744,37,3.0
745,12073,4.2733371987078606
746,312,3.8461538461538463
747,1084,2.3773062730627306
748,5279,3.2136768327334724
749,42,2.738095238095238
750,23220,4.3599052540913
751,156,3.5961538461538463
752,41,2.8536585365853657
753,520,3.3134615384615387
754,361,2.9695290858725762
755,152,3.3947368421052633
756,113,3.2035398230088497
757,216,3.8055555555555554
758,25,3.04
759,376,3.893617021276596
760,895,3.776536312849162
761,3711,2.8690379951495553
762,9526,2.5053537686332144
763,55,3.0727272727272728
764,579,3.400690846286701
765,4812,3.130922693266833
766,1801,3.4913936701832315
767,304,3.5723684210526314
768,34,3.0294117647058822
769,137,3.591240875912409
770,27,2.5925925925925926
771,155,3.3806451612903228
772,34,2.911764705882353
773,36,3.4166666666666665
774,35,2.7142857142857144
775,138,2.9855072463768115
776,47,2.893617021276596
777,29,2.896551724137931
778,23589,4.1336639959303065
779,520,2.8884615384615384
780,47048,3.478043700051012
781,1988,3.4793762575452716
782,2748,2.945414847161572
783,10389,3.3521994417172007
784,14379,2.8218234925933654
785,10746,3.3762330169365344
786,16135,3.2236752401611404
787,89,3.764044943820225
788,18799,2.9735624235331666
789,47,3.106382978723404
790,105,3.5238095238095237
791,113,3.6194690265486726
792,48,3.0
793,118,3.23728813559322
794,102,3.372549019607843
795,106,3.207547169811321
796,42,2.9761904761904763
797,114,3.3771929824561404
798,3056,2.885798429319372
799,6151,3.4635018696146966
800,7196,4.113813229571984
801,1630,3.0828220858895707
802,12539,3.558258234308956
803,587,3.6081771720613287
804,2236,3.126118067978533
805,11684,3.7751626155426226
806,563,3.2149200710479575
807,208,3.269230769230769
808,820,3.2573170731707317
809,1387,2.8997837058399423
810,1882,1.9351753453772582
812,35,2.5142857142857142
813,453,2.801324503311258
814,11,3.1818181818181817
815,28,2.0357142857142856
816,73,3.219178082191781
818,2847,2.6961714085001756
819,57,3.456140350877193
820,60,2.8333333333333335
821,47,3.0
822,35,3.2
823,96,3.4270833333333335
824,401,3.85785536159601
825,21,2.8095238095238093
826,24,2.2916666666666665
827,160,3.14375
828,1498,3.202937249666222
829,1821,2.741350906095552
830,6585,3.1725132877752467
831,221,3.565610859728507
832,14347,3.553146999372691
833,1427,2.7848633496846533
834,203,2.6600985221674875
835,947,3.2175290390707496
836,4860,2.983127572016461
837,5294,3.528145069890442
838,7938,3.866213151927438
839,3984,2.8097389558232932
840,667,2.7436281859070464
841,459,3.8257080610021785
842,2014,2.817279046673287
843,58,3.3448275862068964
844,169,3.7514792899408285
845,72,3.4583333333333335
846,405,3.523456790123457
847,114,2.8508771929824563
848,2062,3.7041707080504365
849,8026,2.8266882631447796
850,255,3.611764705882353
851,1617,3.5732838589981446
852,10547,3.2645301981606143
853,112,3.2857142857142856
854,210,3.7142857142857144
855,35,2.8285714285714287
856,58,3.413793103448276
857,45,3.2888888888888888
858,41355,4.460693991053077
859,15,2.3333333333333335
860,362,3.569060773480663
861,2527,3.4982192322912544
862,362,3.6519337016574585
864,85,3.3411764705882354
865,100,3.36
866,6230,3.799518459069021
867,335,2.426865671641791
868,87,3.1839080459770117
869,568,3.1214788732394365
870,465,2.3225806451612905
871,60,3.2333333333333334
872,61,3.622950819672131
873,41,3.0
874,73,3.095890410958904
875,524,3.4923664122137406
876,300,2.75
877,167,3.2275449101796405
878,28,2.857142857142857
879,2200,2.885
880,5420,2.5476014760147603
881,1107,2.890695573622403
882,820,3.0256097560975608
884,54,3.3333333333333335
885,633,2.712480252764613
886,1658,3.1453558504221952
887,37,2.972972972972973
888,720,2.397222222222222
889,119,3.453781512605042
890,29,3.0344827586206895
891,1988,2.6504024144869214
892,1370,3.7722627737226277
893,584,3.7260273972602738
894,28,2.7142857142857144
895,61,2.9836065573770494
896,490,3.7081632653061223
897,885,3.693785310734463
898,6583,4.251101321585903
899,10219,4.17359819943243
900,3033,3.8753709198813056
901,1546,3.66882276843467
902,9499,3.9559953679334665
903,14094,4.251383567475521
904,17449,4.381053355493152
905,4184,4.249760994263863
906,2057,4.10889645114244
907,898,3.9766146993318485
908,15627,4.331669546298074
909,5125,4.141073170731707
910,10922,4.18201794543124
911,4062,4.171097981290005
912,24349,4.354306131668651
913,12144,4.27832674571805
914,9707,4.017204079530236
915,5029,4.010936567906144
916,5961,4.181513168931387
917,1118,3.6923076923076925
918,1820,3.804395604395604
919,23445,4.078950735764555
920,14396,3.9091414281744927
921,2442,3.8226863226863226
922,6525,4.353716475095785
923,17774,4.22983008889389
924,25253,4.056824931691284
925,94,3.5425531914893615
926,4826,4.289059262329051
927,880,4.025
928,4652,4.200773860705073
929,942,3.938428874734607
930,4932,4.2846715328467155
931,2268,3.9889770723104054
932,2122,3.9029217719132894
933,4699,4.117684613747606
934,3970,3.563476070528967
935,628,3.8312101910828025
936,1410,4.077304964539007
937,493,3.73630831643002
938,1724,3.6664733178654294
939,103,3.3398058252427183
940,3876,3.980908152734778
941,955,3.649214659685864
942,2641,4.179098826202196
943,1710,3.8678362573099414
944,1084,3.876383763837638
945,2120,4.111792452830189
946,1391,4.033069734004314
947,1739,4.138585393904543
948,1683,3.8128342245989306
949,2157,3.9851645804357902
950,3358,4.262358546754021
951,3902,4.234238851870836
952,2482,3.546333601933924
953,14084,4.1663589889236015
954,5712,4.135854341736695
955,4427,4.142082674497402
956,363,3.5482093663911844
957,234,3.286324786324786
958,94,3.223404255319149
959,393,3.763358778625954
960,164,3.5609756097560976
961,252,3.4007936507936507
962,105,3.419047619047619
963,544,3.630514705882353
964,341,3.4545454545454546
965,3624,4.096026490066225
966,124,3.5806451612903225
967,156,2.83974358974359
968,8029,3.7302279237763107
969,10526,4.176705301159035
970,389,3.609254498714653
971,2874,4.021224773834377
972,117,3.2051282051282053
973,942,3.9341825902335454
974,136,3.463235294117647
975,24,3.0
976,437,3.562929061784897
977,10,2.1
979,41,3.1707317073170733
980,117,3.0683760683760686
981,211,2.639810426540284
982,588,3.688775510204082
983,20,2.75
984,238,2.7184873949579833
985,58,3.413793103448276
986,2780,3.6014388489208633
987,281,3.2206405693950177
988,532,3.392857142857143
989,72,3.486111111111111
990,909,2.781078107810781
991,2500,3.6044
992,262,2.7442748091603053
993,239,3.5313807531380754
994,5299,4.059633893187394
996,3276,3.0744810744810747
997,222,3.59009009009009
998,791,3.2402022756005056
999,3142,3.327816677275621
1000,203,3.1576354679802954
1001,35,2.7142857142857144
1002,145,3.5448275862068965
1003,1615,3.171517027863777
1004,1569,2.7405991077119185
1005,2022,2.562809099901088
1006,1512,3.2731481481481484
1007,1808,2.9856194690265485
1008,788,3.3705583756345177
1009,2604,3.194700460829493
1010,2559,3.1281750683860885
1011,1543,2.7919637070641605
1012,3427,3.6273708783192298
1013,4344,3.5156537753222836
1014,1602,3.416354556803995
1015,3501,3.3476149671522424
1016,1460,3.165068493150685
1017,3254,3.5854333128457285
1018,1216,3.125
1019,6215,3.62461786001609
1020,6597,3.3556161891768985
1021,3503,2.9366257493576935
1022,8954,3.684386866205048
1023,3234,3.824366110080396
1024,1085,3.2341013824884794
1025,5428,3.6665438467207077
1026,119,3.2436974789915967
1027,7695,3.4076673164392464
1028,14096,3.8322219069239503
1029,8951,3.597028264998324
1030,3234,3.149969078540507
1031,4227,3.418026969481902
1032,7842,3.7398622800306045
1033,3982,3.5263686589653442
1034,1502,3.5912117177097205
1035,14049,3.907822620827105
1036,30399,4.050231915523537
1037,7006,2.81929774479018
1038,233,3.257510729613734
1039,57,3.0350877192982457
1040,152,3.4342105263157894
1041,5625,4.098311111111111
1042,8327,3.543653176414075
1043,1211,3.0545004128819158
1044,506,3.375494071146245
1045,46,3.152173913043478
1046,1287,4.052059052059052
1047,8522,3.5231166392865525
1049,5039,3.4703314149632862
1050,1737,3.803684513529073
1051,1352,3.6227810650887573
1052,48,3.3958333333333335
1053,212,3.0754716981132075
1054,785,3.532484076433121
1055,330,2.7515151515151515
1056,723,3.504840940525588
1057,3308,3.5051390568319225
1058,135,3.3185185185185184
1059,10195,3.697400686611084
1060,9846,3.957139955311802
1061,8740,3.734782608695652
1062,66,3.1363636363636362
1063,155,3.393548387096774
1064,2954,3.166892349356804
1065,16,3.0
1066,1415,4.053003533568905
1067,142,3.4507042253521125
1068,333,3.750750750750751
1069,764,4.017015706806283
1070,57,3.1403508771929824
1071,57,3.2982456140350878
1073,28335,3.805682018704782
1075,126,3.4761904761904763
1076,428,3.953271028037383
1077,6853,3.9413395593170875
1078,3590,3.806963788300836
1079,19674,3.952729490698384
1080,20557,4.10857615410809
1081,3925,3.561019108280255
1082,1848,3.6774891774891776
1083,1543,3.5048606610499027
1084,9533,3.96968425469422
1085,1285,3.6910505836575878
1086,5581,4.13456369826196
1087,276,3.431159420289855
1088,11013,3.326069190956143
1089,27635,4.224063687352994
1090,15808,4.034412955465587
1091,5148,2.883644133644134
1092,10998,3.454719039825423
1093,7681,3.459966150240854
1094,12348,3.736799481697441
